Address,City,Price,Bedrooms,Bathrooms,Amenities,Listing URL
"388 Boone Trl, Garner, NC, 27529, US",Garner,2145,4,2,"fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825dda678cf75b25f0fbc5c
"145 Farm Rd, Wake Forest, NC, 27587, US",Wake Forest,1995,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68262c03d244bdcca2dec584
"25 Kyle Dr, Garner, NC, 27529, US",Garner,2165,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6828cee03a046fb27c5ac0f1
"136 Royal Star Way, Garner, NC, 27529, US",Garner,2000,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683a2ae35b84f58c2214c50a
"104 Carved Oak Dr, Durham, NC, 27707, US",Durham,1745,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f1c68c5e9ec9e39408bdf
"3209 Harmony Ct, Raleigh, NC, 27610, US",Raleigh,2035,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6840fa417ecbc989959fb5ed
"4413 Kilcullen Dr, Raleigh, NC, 27604, US",Raleigh,1730,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684348dc4b4e04cfd879fd55
"104 Carrington Dr, Garner, NC, 27529, US",Garner,1995,3,2,"fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/684348eb4b4e04cfd87a068c
"1507 Beichler Rd, Garner, NC, 27529, US",Garner,1880,4,2,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849a885be1effe9f97d7c99
"2602 Kirby St, Durham, NC, 27713, US",Durham,1879,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849c4be4ee192612b81c8eb
"420 E Cedar Ave, Wake Forest, NC, 27587, US",Wake Forest,1925,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684a18bf04c49c875d58e3e7
"252 Shingle Oak Rd, Wake Forest, NC, 27587, US",Wake Forest,2295,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/65f9c782e9fdbd002e3aae8c
"200 Dulcimer Ln, Zebulon, NC, 27597, US",Zebulon,1715,3,2,"balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66f1ace4086d8b002d2c5f0e
"1201 Topping Ln, Knightdale, NC, 27545, US",Knightdale,1899,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/68312877f294b5f7fe924355
"225 E Webber Ln, Clayton, NC, 27527, US",Clayton,2095,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6837dc421813b1f7e7f92a0c
"1012 Tellis Dr, Knightdale, NC, 27545, US",Knightdale,1880,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6841a30b5732e538e630935e
"140 Sylvan Way, Zebulon, NC, 27597, US",Zebulon,2375,4,4,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684310bee4da3744893a8767
"4815 S Singing Woods Pl, Durham, NC, 27712, US",Durham,1795,4,1,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67d193885446fff24e278f09
"835 Berwyn Ave, Durham, NC, 27704, US",Durham,1745,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ec61f9baa52c1c728db1ba
"2004 Buffalo Way, Durham, NC, 27704, US",Durham,1945,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68432cb68ce2643cbb77ae02
"172 Bridges Ln, Youngsville, NC, 27596, US",Youngsville,1800,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849e0503a9247067d6b5584
"362 Via Primavera Dr, San Jose, CA, 95111, US",San Jose,4195,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/68030199f3367c8e8acb032f
"2376 Sutter Ave Apt 6, Santa Clara, CA, 95050, US",Santa Clara,1995,1,1,"fridge, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/68154385996245ed7af07d3e
"7161 Rouse Ct, San Jose, CA, 95139, US",San Jose,3725,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/682f82abfc783e619488d70a
"1058 Niguel Lane, San Jose, CA, 95138, US",San Jose,3495,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830f0a62124cacd4dfa86bb
"690 Applause Pl, San Jose, CA, 95134, US",San Jose,2895,1,1,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/68431127e4da3744893af417
"5515 Spinnaker Dr Apt 4, San Jose, CA, 95123, US",San Jose,2655,2,1,"fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/684873166dd0be65dbb63237
"5 Garrison Dr, Campbell, CA, 95008, US",Campbell,2305,1,1,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684b15bfc6e7eee34ef17f3b
"1138 S. Ventura Ave, Springfield, MO, 65804, US",Springfield,1699,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b438a898707c00f603e53b
"4876 W Skyler Dr, Springfield, MO, 65802, US",Springfield,1649,3,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6617282717b30d002e0d4dc1
"5635 S Farm Rd 145, Springfield, MO, 65810, US",Springfield,1999,4,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/669709a5a10257002e390c52
"120 N Peach Brook, Nixa, MO, 65714, US",Nixa,2099,4,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f04184114fc02fa41f4daf
"114 N Peach Brook, Nixa, MO, 65714, US",Nixa,2099,3,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68028082c9ae782d982d6dad
"2983 W. Augusta Hills, Springfield, MO, 65803, US",Springfield,2499,5,3,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680969ef10cf6adf337a820f
"1256 S Willow Ln, Springfield, MO, 65804, US",Springfield,1099,2,1,"fridge, parking, pets",https://mynd.rhenti.com/#/property/6815431b996245ed7af04c7f
"1112 W. McGee St, Springfield, MO, 65807, US",Springfield,1499,3,2,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681b133f6630a97cdabbcd57
"417 E Cottage Pl., Republic, MO, 65738, US",Republic,1699,3,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682baa0f13a991f80a629bbd
"3634 S Sulgrove Ave, Springfield, MO, 65804, US",Springfield,2199,3,2,"dishwasher, parking, pets",https://mynd.rhenti.com/#/property/682bc60a13a991f80a672157
"4674 W Oneida Dr, Springfield, MO, 65802, US",Springfield,2499,4,3,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682e4d19c379db1ba4cf1200
"5662 S Lexington Ave., Springfield, MO, 65810, US",Springfield,1699,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f9e79a5fed1f5df0c5da1
"3935 W Maple St, Springfield, MO, 65802, US",Springfield,1499,3,2,"dishwasher, parking, pets",https://mynd.rhenti.com/#/property/683f707a9aa5c561e0e545fa
"678 N Elder Ave, Springfield, MO, 65802, US",Springfield,1599,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6840c202e8c4e7a05af795e6
"1560 Jackson St Apt 14, Oakland, CA, 94612, US",Oakland,1699,1,1,"elevator, microwave, fridge, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/65f9d64fe9fdbd002e3acca1
"1064 30th St, Oakland, CA, 94608, US",Oakland,2975,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, parking, pets",https://mynd.rhenti.com/#/property/6643df557005ad002eaf4e4f
"1146 E 15th St Apt B, Oakland, CA, 94606, US",Oakland,1795,1,1,"fridge, parking, pets",https://mynd.rhenti.com/#/property/664babf08a14eb002e637fea
"3757 39th Ave Apt 4, Oakland, CA, 94619, US",Oakland,2375,2,1,"fridge, parking, pets",https://mynd.rhenti.com/#/property/6777d188dd10b3dc0b6cec76
"2116 Roosevelt Ave, Berkeley, CA, 94703, US",Berkeley,2975,2,1,"dishwasher, ensuite_washer, ensuite_dryer, fridge, parking, pets",https://mynd.rhenti.com/#/property/67bca5ce3e6caf15cd30a880
"240 Athol Ave Apt 302, Oakland, CA, 94606, US",Oakland,2625,2,2,"elevator, dishwasher, fridge, balcony, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67ffb9e3effd580832464e14
"2734 Oak Rd #89, Walnut Creek, CA, 94597, US",Walnut Creek,2100,1,1,"hot_tub, pool, dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6803016cf3367c8e8acaf8e2
"240 Athol Ave Apt 301, Oakland, CA, 94606, US",Oakland,2075,1,1,"elevator, dishwasher, fridge, balcony, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6807e5ab2a45d45e1ee1f505
"355 Henry St Unit B, Oakland, CA, 94607, US",Oakland,2575,2,1,"ensuite_washer, ensuite_dryer, fridge, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/681388b289bae28bbf10f163
"2860 Montana St A, Oakland, CA, 94602, US",Oakland,3400,4,2,"fridge, parking, pets",https://mynd.rhenti.com/#/property/681e0c5021da244dc6348a70
"2849 62nd Ave, Oakland, CA, 94605, US",Oakland,2745,2,1,"microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6825d8a078cf75b25f0f3c1a
"848 Erie St Apt 4, Oakland, CA, 94610, US",Oakland,2615,2,1,"fridge, parking, pets",https://mynd.rhenti.com/#/property/682be236bf9c8f28c05ad2c2
"4626 Geranium Pl, Oakland, CA, 94619, US",Oakland,4645,3,1,"dishwasher, fridge, parking",https://mynd.rhenti.com/#/property/684759c5570dc4e30c1e79b8
"102 Glenbridge Ct, Pleasant Hill, CA, 94523, US",Pleasant Hill,3055,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6848c79604c49c875d51e966
"878 Estuary St, Richmond, CA, 94804, US",Richmond,3900,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684afa05c6e7eee34eec4710
"35980 Blair Place, Fremont, CA, 94536, US",Fremont,4300,4,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684b15c4c6e7eee34ef18a28
"5784 E Bristol Circle, Bel Aire, KS, 67220, US",Bel Aire,1649,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684873256dd0be65dbb65112
"1680 Matmor Rd, Woodland, CA, 95776, US",Woodland,3300,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/65f9c154e9fdbd002e3aa126
"3157 Occidental Dr Apt 4, Sacramento, CA, 95826, US",Sacramento,1795,3,1,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65fb4db15f317c002e09cd28
"1501 Secret Ravine Parkway #1820, Roseville, CA, 95661, US",Roseville,2415,2,2,"hot_tub, pool, dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66606fc2b6cc68002ef796ff
"821 14th St Apt A, Sacramento, CA, 95814, US",Sacramento,1595,1,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68007ce984beff83514eff86
"2336 Villanova Cir Apt 1, Sacramento, CA, 95825, US",Sacramento,1895,2,1,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6825d7e878cf75b25f0f27d5
"5943 Main Ave APT F, Orangevale, CA, 95662, US",Orangevale,2625,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, fridge, balcony, air_conditioner, parking, laundry_facilities",https://mynd.rhenti.com/#/property/6825dd7778cf75b25f0fab5a
"5325 Dunlay Dr, Sacramento, CA, 95835, US",Sacramento,3150,4,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825dd9878cf75b25f0fb7b0
"2516 I St Apt 5, Sacramento, CA, 95816, US",Sacramento,1770,2,1,"microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6826101d0f56ec6050f291de
"2948 N Platte Way, Sacramento, CA, 95835, US",Sacramento,2675,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6827616cdc2b3825bdf561b1
"2336 Villanova Cir Apt 9, Sacramento, CA, 95825, US",Sacramento,1895,2,1,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6838bcd89b602a09c4ae5fc3
"2715 Pajaro Pl, Reno, NV, 89502, US",Reno,2095,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683884acc8262b15a9029e64
"670 Calle Entrada, Fountain, CO, 80817, US",Fountain,2295,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/65f9bd94e9fdbd002e3a9a26
"26186 W 141st Court, Olathe, KS, 66061, US",Olathe,2195,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/682b71fcdc2b3825bd1510ee
"2016 Hickoryleaf Ln, Raymore, MO, 64083, US",Raymore,1699,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6830f07a2124cacd4dfa6456
"6130 Red Sun Dr, Sparks, NV, 89436, US",Sparks,2975,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660f23e3559cd6002e6e0af3
"468 Capitol Hill Ave, Reno, NV, 89502, US",Reno,1295,3,1,"dishwasher, fridge, parking",https://mynd.rhenti.com/#/property/66eb3184818790002e802f72
"3922 Clear Acre Ln Unit 85, Reno, NV, 89512, US",Reno,1375,2,1,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/67d4a763fbe0e90520615ef8
"9889 Coastal Fog Dr, Reno, NV, 89506, US",Reno,2125,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6835fdef5b7ee9d9f346a354
"3428 Ridgecrest Ct, Reno, NV, 89512, US",Reno,2045,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/683f1c83c5e9ec9e3940bdb5
"275 Mark Jeffrey Ln, Reno, NV, 89503, US",Reno,2255,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f55049aa5c561e0e09efb
"9175 Brown Eagle Ct, Reno, NV, 89506-4009, US",Reno,2245,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/683f708c9aa5c561e0e56fbd
"701 Ibis Ln, Reno, NV, 89503-3302, US",Reno,1995,3,2,"dishwasher, fridge, parking",https://mynd.rhenti.com/#/property/684721413a9247067d4bb90e
"14320 Loyola Dr, Reno, NV, 89506-1574, US",Reno,2555,4,2,"dishwasher, microwave, air_conditioner, parking",https://mynd.rhenti.com/#/property/684759e2570dc4e30c1e8945
"2988 Silver River Ln, Sparks, NV, 89431, US",Sparks,2115,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6849e0b83a9247067d6ba1f4
"5536 Lewis Court Unit 204, Arvada, CO, 80002, US",Arvada,2495,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/662c242daed5e4002eaaa44f
"4324 Pecos St, Denver, CO, 80211, US",Denver,3575,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67f59f88cc1a9c2e9a904a11
"7885 Barbara Ann Dr Apt E, ARVADA, CO, 80004, US",ARVADA,1800,2,1,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6801d1aaf3367c8e8abcd344
"2610 Tennyson St, Denver, CO, 80212, US",Denver,3895,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/68165c5eb0d03246918f311b
"2057 W Adriatic Pl, Englewood, CO, 80110, US",Englewood,2895,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6831eda6bc06f610369caaca
"307 Inverness Way S UNIT 301, Englewood, CO, 80112, US",Englewood,2375,2,2,"elevator, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9bc18e9fdbd002e3a96e3
"5633 E Atlantic Pl UNIT 1B, Denver, CO, 80222, US",Denver,1599,2,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, laundry_facilities",https://mynd.rhenti.com/#/property/65f9c80ee9fdbd002e3aafdb
"3042 California Street, Denver, CO, 80205, US",Denver,2395,2,1,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67b9f4900dce71b944c72018
"8060 E Girard Ave Apt 420, Denver, CO, 80231, US",Denver,1995,2,2,"elevator, hot_tub, pool, dishwasher, microwave, fridge, balcony, parking, laundry_facilities",https://mynd.rhenti.com/#/property/6807e69e2a45d45e1ee21d70
"17758 E 103rd Ave, Commerce City, CO, 80022, US",Commerce City,2675,3,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68268029e05f3ea23c4ecaf0
"12711 Colorado Blvd Unit H-806, Thornton, CO, 80241, US",Thornton,2199,2,2,"pool, dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68276169dc2b3825bdf56172
"10116 Inverness Main St, Englewood, CO, 80112, US",Englewood,3800,3,3,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/682cdfe7952856db9eecc214
"347 Leona Dr, Denver, CO, 80221, US",Denver,2515,3,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6838854cc8262b15a9030cfc
"4645 N Fillmore St, Denver, CO, 80216, US",Denver,2695,3,2,"hot_tub, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683a46bad547291a0299bd65
"1521 Vine St #301, Denver, CO, 80206, US",Denver,2795,2,2,"elevator, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68406e3a34f185fc5d002921
"4764 N Kittredge St, Denver, CO, 80239, US",Denver,3095,4,2,"hot_tub, pool, dishwasher, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/68447e484a9fa41e2ec2efee
"17224 E Ford Dr, Aurora, CO, 80017, US",Aurora,1950,2,1,"dishwasher, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68483b473a9247067d56d49c
"2021 N Drexel Ave, Indianapolis, IN, 46218, US",Indianapolis,1499,3,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b436ce98707c00f603e490
"3414 N Butler Ave, Indianapolis, IN, 46218, US",Indianapolis,1299,3,1,"parking, pets",https://mynd.rhenti.com/#/property/682e30da4661d7ec6c967670
"327 N Lasalle St, Indianapolis, IN, 46201, US",Indianapolis,989,2,1,"fridge, parking, pets",https://mynd.rhenti.com/#/property/682f4ab4d11df8591048c7f6
"3137 Bent Timber Dr, Indianapolis, IN, 46268, US",Indianapolis,1845,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684089bedc6f8cc1d6c39c98
"4237 Ansar Ct, Indianapolis, IN, 46254, US",Indianapolis,1995,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684089d1dc6f8cc1d6c39d96
"3110 Earlswood Ln, Indianapolis, IN, 46217, US",Indianapolis,1795,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68488fb1d722d36f513570b4
"16960 Sandhurst Pl, Westfield, IN, 46074, US",Westfield,2995,5,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b3238060c3f93b385e4ff
"824 Walnut St, Greenfield, IN, 46140, US",Greenfield,1875,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f82513c85f7ec3adb9c2f3
"314 S Pennsylvania St, Greenfield, IN, 46140, US",Greenfield,1775,5,3,"ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6812ba463da254e5491df7dd
"747 Sedgewick Ln, Greenfield, IN, 46140, US",Greenfield,1975,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/6841dba4db44d04f8db13760
"654 Hillsdale Dr, West Jefferson, OH, 43162, US",West Jefferson,2671,4,2,"fridge, pets",https://mynd.rhenti.com/#/property/66b4ebec8cf08c002e90745b
"5984 Cape Coral Ln, Hilliard, OH, 43026, US",Hilliard,2099,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/6839d6b9d547291a02938d2a
"362 Ashford Ave, London, OH, 43140, US",London,2795,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/683de6d5b9e0365f9b9df10e
"830 Upwoods Dr, Columbus, OH, 43228, US",Columbus,1843,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/6840de21a4f5cfcd442eecc1
"3474 Farley Dr, Hilliard, OH, 43026, US",Hilliard,2529,3,1,"fridge, pets",https://mynd.rhenti.com/#/property/68473dc03a9247067d517b3d
"2532 Cranford Rd, Upper Arlington, OH, 43221, US",Upper Arlington,2884,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/684b4e6c060c3f93b38aa3ec
"6576 Canby Pl, Reynoldsburg, OH, 43068, US",Reynoldsburg,2495,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/681e3577f8355b93254c022b
"1082 Lilley Ave, Columbus, OH, 43206, US",Columbus,1893,3,1,"fridge, pets",https://mynd.rhenti.com/#/property/682df88a952856db9ef39b30
"524 Elwood Ave, Columbus, OH, 43207, US",Columbus,1401,3,1,"fridge, pets",https://mynd.rhenti.com/#/property/6839f23bab8d08da443a1232
"1188 Manfeld Dr, Columbus, OH, 43227, US",Columbus,1800,3,1,"fridge, pets",https://mynd.rhenti.com/#/property/683f70919aa5c561e0e57a75
"3244 Norwood St, Columbus, OH, 43224, US",Columbus,1705,3,2,"fridge, pets",https://mynd.rhenti.com/#/property/68406dc134f185fc5dffc80c
"1652 N 2275 W, Clinton, UT, 84015, US",Clinton,2825,5,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6837877bb3f57f88c136e8c1
"2919 W Sesame Cir, Taylorsville, UT, 84129, US",Taylorsville,2698,5,2,"dishwasher, fridge, pets",https://mynd.rhenti.com/#/property/683de730b9e0365f9b9e4f9c
"1470 W 6915 S, West Jordan, UT, 84084, US",West Jordan,2469,4,2,"dishwasher, fridge, pets",https://mynd.rhenti.com/#/property/684ade23645abdef81005e31
"20157 Sw Bernice Ln, Beaverton, OR, 97007, US",Beaverton,2475,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/66be5e7d4a0775002ec87703
"19225 SW Prospect Pl, Beaverton, OR, 97078, US",Beaverton,2755,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6843814176726955185381c2
"6800 NE 131st Way, Vancouver, WA, 98686, US",Vancouver,3050,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67c786988184978f1dd38e50
"6907 NE 132nd Way, Vancouver, WA, 98686, US",Vancouver,3000,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67d89c041370654206f3e1a3
"7024 NE 131st Way, Vancouver, WA, 98686, US",Vancouver,2925,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681ef45d1b07f62947c7ae82
"1213 NW Benton St, Camas, WA, 98607, US",Camas,2525,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682cfbeb63a72d0b15d38f93
"6947 NE 132nd Way, Vancouver, WA, 98686, US",Vancouver,3000,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68408a6fdc6f8cc1d6c43ad4
"7001 NE 132nd Way, Vancouver, WA, 98686, US",Vancouver,3100,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6842f52b07792c9eb6bf1b59
"3711 SE Sunrise Dr, Camas, WA, 98607, US",Camas,2975,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/684446ab4ee192612b6c7b34
"1311 N Alder St, Tacoma, WA, 98406, US",Tacoma,3045,3,2,"dishwasher, ensuite_washer, ensuite_dryer, fridge, parking, pets",https://mynd.rhenti.com/#/property/6842139d4ee6fa02386ce97f
